percentile,threshold_label,threshold_value,roi_name,hemisphere,node_name,n_voxels,present_for_report,mean_weight,max_weight,x_mm,y_mm,z_mm,source
80.0,p80,0.0002701661694892721,Cerebellum,Bilateral,Cerebellum,2008,True,0.0003456213644949159,0.0007224932315672561,8.411354581673306,-60.63745019920319,-29.73406374501992,AAL3v2 (AAL3v1.nii)
80.0,p80,0.0002701661694892721,Thalamus,Bilateral,Thalamus,174,True,0.0003288734454475846,0.000532558627506674,-3.6666666666666665,-17.04597701149425,11.0,AAL3v2 (AAL3v1.nii)
80.0,p80,0.0002701661694892721,N_Acc,Bilateral,N_Acc,54,True,0.00033081143308116227,0.0005296154396319253,5.666666666666667,10.74074074074074,-8.185185185185185,AAL3v2 (AAL3v1.nii)
80.0,p80,0.0002701661694892721,Raphe,Bilateral,Raphe,2,False,0.0003123804583564649,0.00032438417751379234,0.0,-29.0,-15.0,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Unassigned Active Voxels,NA,Unassigned Active Voxels,892,False,0.0004326059011479945,0.0008649408850747164,-4.820627802690583,-17.103139013452914,-12.015695067264573,Outside atlas labels
85.0,p85,0.0003066986539614902,Precentral,Bilateral,Precentral,477,True,0.00041178726452325404,0.0006794936526617334,-15.39203354297694,-12.574423480083857,59.677148846960165,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Frontal,Bilateral,Frontal,1307,True,0.00042918805609982834,0.000750143359807609,-13.208875286916603,22.113236419280796,45.625095638867634,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Rolandic_Oper,Bilateral,Rolandic_Oper,13,False,0.0003678649813426095,0.0003904937204044501,-55.84615384615385,0.15384615384615385,8.461538461538462,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Supp_Motor_Area,Bilateral,Supp_Motor_Area,442,True,0.0004099098740203105,0.0006857759729683721,0.6108597285067874,4.104072398190045,64.80995475113122,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Olfactory,Bilateral,Olfactory,94,True,0.0003586249573542172,0.0004475625292403862,-1.3191489361702127,13.957446808510639,-15.27659574468085,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Orbitofrontal,Bilateral,Orbitofrontal,888,True,0.0004089512615292589,0.000615548606683447,-4.263513513513513,29.054054054054053,-20.644144144144143,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Insula,Bilateral,Insula,21,False,0.00039129692222036487,0.0005145299520048496,-22.666666666666668,16.761904761904763,-17.238095238095237,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Cingulate,Bilateral,Cingulate,85,True,0.000381182191327119,0.0006857759729683721,2.447058823529412,-9.741176470588234,30.58823529411765,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Hippocampus,Bilateral,Hippocampus,260,True,0.000389255023086071,0.0005602615483546458,9.076923076923077,-19.153846153846153,-12.353846153846154,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,ParaHippocampal,Bilateral,ParaHippocampal,528,True,0.00046225517187629836,0.0007082128312063674,2.803030303030303,-9.007575757575758,-25.83712121212121,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Amygdala,Bilateral,Amygdala,137,True,0.00042657139848876964,0.0006006742894868466,-5.883211678832117,-1.5912408759124088,-20.16058394160584,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Occipital,Bilateral,Occipital,627,True,0.0003765197823937696,0.0006048976980963516,12.251993620414673,-75.4066985645933,10.762360446570973,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Fusiform,Bilateral,Fusiform,542,True,0.0004265364609078354,0.0007527038012771214,0.7490774907749077,-28.247232472324722,-27.169741697416974,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Postcentral,Bilateral,Postcentral,414,True,0.0003914574086506512,0.0006857759729683721,-31.908212560386474,-28.22705314009662,51.6231884057971,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Parietal,Bilateral,Parietal,1817,True,0.00040139523407622577,0.0007200119790091719,0.453494771601541,-56.562465602641716,48.9411117226197,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Paracentral_Lobule,Bilateral,Paracentral_Lobule,242,True,0.0004037914583644341,0.0005835826827702562,-3.4545454545454546,-26.84297520661157,70.74380165289256,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Caudate,Bilateral,Caudate,328,True,0.00042946094199694193,0.0006667970305294091,-5.621951219512195,4.0060975609756095,13.542682926829269,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Putamen,Bilateral,Putamen,257,True,0.0003770705323065703,0.000519980788741492,-10.147859922178988,2.9182879377431905,0.7470817120622568,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Pallidum,Bilateral,Pallidum,13,False,0.00036219079126604143,0.00043967003440137375,7.384615384615385,0.15384615384615385,0.0,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Temporal,Bilateral,Temporal,2933,True,0.0004431652677161733,0.000783838241620316,-9.674053869757927,-21.239004432321856,-18.75349471530856,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Cerebellum,Bilateral,Cerebellum,1334,True,0.0003747734056282251,0.0007224932315672561,8.152923538230885,-60.65367316341829,-29.689655172413794,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Thalamus,Bilateral,Thalamus,102,True,0.000356715638477285,0.000532558627506674,-4.9411764705882355,-16.50980392156863,11.098039215686274,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,N_Acc,Bilateral,N_Acc,28,True,0.00036835523467201474,0.0005296154396319253,6.928571428571429,9.714285714285714,-8.285714285714286,AAL3v2 (AAL3v1.nii)
85.0,p85,0.0003066986539614902,Raphe,Bilateral,Raphe,1,False,0.00032438417751379234,0.00032438417751379234,0.0,-26.0,-8.0,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Unassigned Active Voxels,NA,Unassigned Active Voxels,595,False,0.00048422952395319276,0.0008649408850747164,-4.067226890756302,-13.112605042016806,-16.574789915966388,Outside atlas labels
90.0,p90,0.00035733996281983593,Precentral,Bilateral,Precentral,351,True,0.00044105877327401305,0.0006794936526617334,-15.584045584045585,-13.58974358974359,60.81481481481482,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Frontal,Bilateral,Frontal,929,True,0.0004697193423003992,0.000750143359807609,-11.614639397201291,21.403659849300322,49.593110871905274,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Rolandic_Oper,Bilateral,Rolandic_Oper,9,False,0.00038137086451565477,0.0003904937204044501,-56.44444444444444,0.2222222222222222,8.666666666666666,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Supp_Motor_Area,Bilateral,Supp_Motor_Area,318,True,0.0004403291949314068,0.0006857759729683721,0.9559748427672956,3.981132075471698,64.9496855345912,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Olfactory,Bilateral,Olfactory,45,True,0.0003863864555317065,0.0004475625292403862,-2.8,15.466666666666667,-14.8,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Orbitofrontal,Bilateral,Orbitofrontal,646,True,0.00043877435796251587,0.000615548606683447,-5.182662538699691,27.58823529411765,-20.79876160990712,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Insula,Bilateral,Insula,14,False,0.0004208013908033286,0.0005145299520048496,-23.142857142857142,17.142857142857142,-18.714285714285715,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Cingulate,Bilateral,Cingulate,40,True,0.00044132343288123544,0.0006857759729683721,2.1,-13.75,32.3,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Hippocampus,Bilateral,Hippocampus,173,True,0.0004174607489213654,0.0005602615483546458,7.815028901734104,-19.202312138728324,-11.907514450867051,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,ParaHippocampal,Bilateral,ParaHippocampal,448,True,0.00048518017872467963,0.0007082128312063674,1.4017857142857142,-7.473214285714286,-26.584821428571427,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Amygdala,Bilateral,Amygdala,110,True,0.00044983729071276134,0.0006006742894868466,-7.6909090909090905,-1.509090909090909,-20.472727272727273,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Occipital,Bilateral,Occipital,293,True,0.0004302810583248936,0.0006048976980963516,17.50853242320819,-75.68600682593856,11.535836177474403,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Fusiform,Bilateral,Fusiform,348,True,0.00048192573815902616,0.0007527038012771214,-3.2241379310344827,-19.42528735632184,-31.051724137931036,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Postcentral,Bilateral,Postcentral,247,True,0.00043281041517498445,0.0006857759729683721,-34.89878542510122,-28.234817813765183,51.036437246963565,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Parietal,Bilateral,Parietal,1142,True,0.00044291368248034185,0.0007200119790091719,3.9089316987740808,-58.569176882662,50.472854640980735,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Paracentral_Lobule,Bilateral,Paracentral_Lobule,189,True,0.0004239930740407911,0.0005835826827702562,-2.2962962962962963,-26.201058201058203,70.87830687830687,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Caudate,Bilateral,Caudate,217,True,0.0004802446201520926,0.0006667970305294091,-9.990783410138249,1.4377880184331797,15.382488479262673,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Putamen,Bilateral,Putamen,154,True,0.0004079257365974398,0.000519980788741492,-12.688311688311689,1.7272727272727273,1.077922077922078,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Pallidum,Bilateral,Pallidum,5,False,0.00040232718340220685,0.00043967003440137375,-1.2,0.4,0.4,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Temporal,Bilateral,Temporal,2200,True,0.00048071585488548347,0.000783838241620316,-9.262727272727274,-18.593636363636364,-21.346363636363638,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Cerebellum,Bilateral,Cerebellum,659,True,0.00042108645572075783,0.0007224932315672561,7.611532625189682,-60.42185128983308,-30.464339908952958,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,Thalamus,Bilateral,Thalamus,43,True,0.0003934277002662421,0.000532558627506674,-7.627906976744186,-16.186046511627907,11.86046511627907,AAL3v2 (AAL3v1.nii)
90.0,p90,0.00035733996281983593,N_Acc,Bilateral,N_Acc,14,False,0.00041250729505635874,0.0005296154396319253,10.142857142857142,9.428571428571429,-7.142857142857143,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Unassigned Active Voxels,NA,Unassigned Active Voxels,317,False,0.0005628266528936008,0.0008649408850747164,-3.3375394321766563,-9.198738170347003,-24.353312302839118,Outside atlas labels
95.0,p95,0.000437347159666146,Precentral,Bilateral,Precentral,153,True,0.0004985963321586431,0.0006794936526617334,-15.241830065359476,-14.65359477124183,60.98039215686274,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Frontal,Bilateral,Frontal,525,True,0.0005300452720152902,0.000750143359807609,-9.40952380952381,21.607619047619046,53.695238095238096,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Supp_Motor_Area,Bilateral,Supp_Motor_Area,121,True,0.0005174033314728297,0.0006857759729683721,2.347107438016529,6.793388429752066,64.67768595041322,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Olfactory,Bilateral,Olfactory,2,False,0.0004452858480368249,0.0004475625292403862,-8.0,21.0,-15.0,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Orbitofrontal,Bilateral,Orbitofrontal,311,True,0.0004869206489160476,0.000615548606683447,-9.762057877813504,26.5016077170418,-21.337620578778136,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Insula,Bilateral,Insula,3,False,0.0004959997467306465,0.0005145299520048496,-26.666666666666668,16.666666666666668,-20.0,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Cingulate,Bilateral,Cingulate,13,False,0.000539672431383309,0.0006857759729683721,3.230769230769231,-21.846153846153847,39.07692307692308,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Hippocampus,Bilateral,Hippocampus,49,True,0.00047661300833283206,0.0005602615483546458,9.551020408163266,-20.081632653061224,-10.408163265306122,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,ParaHippocampal,Bilateral,ParaHippocampal,307,True,0.0005251941017345726,0.0007082128312063674,0.7882736156351792,-5.837133550488599,-27.47231270358306,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Amygdala,Bilateral,Amygdala,62,True,0.00048547124035879636,0.0006006742894868466,-10.161290322580646,-1.3870967741935485,-21.096774193548388,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Occipital,Bilateral,Occipital,116,True,0.0004929622375806478,0.0006048976980963516,21.844827586206897,-75.43103448275862,10.0,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Fusiform,Bilateral,Fusiform,211,True,0.0005404324823017642,0.0007527038012771214,-5.184834123222749,-11.838862559241706,-35.06161137440758,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Postcentral,Bilateral,Postcentral,89,True,0.00050639692455472,0.0006857759729683721,-43.39325842696629,-25.39325842696629,45.41573033707865,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Parietal,Bilateral,Parietal,510,True,0.000503906397234545,0.0007200119790091719,14.027450980392157,-61.03137254901961,53.22352941176471,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Paracentral_Lobule,Bilateral,Paracentral_Lobule,50,True,0.0004775001611688623,0.0005835826827702562,-2.6,-25.84,69.88,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Caudate,Bilateral,Caudate,134,True,0.0005348026088114864,0.0006667970305294091,-13.880597014925373,-2.462686567164179,18.059701492537314,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Putamen,Bilateral,Putamen,31,True,0.0004713051530232758,0.000519980788741492,-14.193548387096774,-1.7419354838709677,3.3548387096774195,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Pallidum,Bilateral,Pallidum,1,False,0.00043967003440137375,0.00043967003440137375,-22.0,2.0,2.0,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Temporal,Bilateral,Temporal,1378,True,0.0005322317864807321,0.000783838241620316,-7.548621190130624,-17.058055152394775,-23.730043541364296,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Cerebellum,Bilateral,Cerebellum,203,True,0.0004867108484108005,0.0007224932315672561,5.123152709359606,-58.69950738916256,-34.1576354679803,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,Thalamus,Bilateral,Thalamus,6,False,0.0004686377781402129,0.000532558627506674,-14.0,-18.333333333333332,13.666666666666666,AAL3v2 (AAL3v1.nii)
95.0,p95,0.000437347159666146,N_Acc,Bilateral,N_Acc,3,False,0.0004859207580594216,0.0005296154396319253,10.666666666666666,6.0,-8.666666666666666,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Unassigned Active Voxels,NA,Unassigned Active Voxels,189,False,0.0006274301556462915,0.0008649408850747164,-2.1481481481481484,-8.158730158730158,-27.428571428571427,Outside atlas labels
97.5,p97p5,0.0005045646874092033,Precentral,Bilateral,Precentral,55,True,0.0005600465384617983,0.0006794936526617334,-14.254545454545454,-14.836363636363636,62.654545454545456,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Frontal,Bilateral,Frontal,302,True,0.0005738945837348578,0.000750143359807609,-9.788079470198676,22.920529801324502,54.0,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Supp_Motor_Area,Bilateral,Supp_Motor_Area,57,True,0.0005728674042493097,0.0006857759729683721,4.421052631578948,7.9298245614035086,64.14035087719299,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Orbitofrontal,Bilateral,Orbitofrontal,87,True,0.0005362439459459953,0.000615548606683447,-14.275862068965518,29.080459770114942,-21.977011494252874,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Insula,Bilateral,Insula,1,False,0.0005145299520048496,0.0005145299520048496,-28.0,16.0,-20.0,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Cingulate,Bilateral,Cingulate,6,False,0.0006212304110784217,0.0006857759729683721,4.0,-27.666666666666668,50.666666666666664,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Hippocampus,Bilateral,Hippocampus,6,False,0.0005303743333664457,0.0005602615483546458,5.0,-23.666666666666668,-8.0,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,ParaHippocampal,Bilateral,ParaHippocampal,175,True,0.0005668235186456424,0.0007082128312063674,1.1542857142857144,-2.9485714285714284,-28.902857142857144,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Amygdala,Bilateral,Amygdala,15,False,0.0005380543379597924,0.0006006742894868466,-5.866666666666666,-2.2666666666666666,-19.466666666666665,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Occipital,Bilateral,Occipital,36,True,0.0005427794963108745,0.0006048976980963516,28.88888888888889,-74.11111111111111,11.166666666666666,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Fusiform,Bilateral,Fusiform,129,True,0.0005850098224673004,0.0007527038012771214,-8.325581395348838,-6.232558139534884,-37.968992248062015,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Postcentral,Bilateral,Postcentral,36,True,0.0005614193195689529,0.0006857759729683721,-44.55555555555556,-23.055555555555557,42.77777777777778,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Parietal,Bilateral,Parietal,200,True,0.0005598743145777619,0.0007200119790091719,24.2,-64.57,55.51,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Paracentral_Lobule,Bilateral,Paracentral_Lobule,9,False,0.0005318385949972063,0.0005835826827702562,-3.111111111111111,-26.22222222222222,69.77777777777777,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Caudate,Bilateral,Caudate,84,True,0.0005731654128960452,0.0006667970305294091,-15.69047619047619,-5.0,19.642857142857142,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Putamen,Bilateral,Putamen,2,False,0.0005164568821829363,0.000519980788741492,-24.0,-1.0,6.0,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Temporal,Bilateral,Temporal,845,True,0.0005709293880620545,0.000783838241620316,-5.905325443786983,-14.958579881656805,-25.49585798816568,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Cerebellum,Bilateral,Cerebellum,61,True,0.0005348261132765312,0.0007224932315672561,2.4918032786885247,-55.47540983606557,-38.622950819672134,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,Thalamus,Bilateral,Thalamus,1,False,0.000532558627506674,0.000532558627506674,-14.0,-18.0,16.0,AAL3v2 (AAL3v1.nii)
97.5,p97p5,0.0005045646874092033,N_Acc,Bilateral,N_Acc,1,False,0.0005296154396319253,0.0005296154396319253,10.0,6.0,-8.0,AAL3v2 (AAL3v1.nii)
